id,title,first_author,authors,year,primary_area,subcategory,discovery_topics,venue_from_source,journal_reference_from_source,arxiv_id,doi,opened_url,verification_status,review_decision,review_note,review_level,full_text_review,opened_at_utc,evidence_json,discovery_urls,metadata_correction_note
P0426,Agent S: An Open Agentic Framework that Uses Computers Like a Human,"Agashe, Saaket","Agashe, Saaket | Han, Jiuzhou | Gan, Shuyu | Yang, Jiachen | Li, Ang | Wang, Xin Eric",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.08164,,https://arxiv.org/abs/2410.08164,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:55.328680+00:00,evidence/ab6a14cb642377795db7.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0427,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,"Abuelsaad, Tamer","Abuelsaad, Tamer | Akkil, Deepak | Dey, Prasenjit | Jagmohan, Ashish | Vempaty, Aditya | Kokku, Ravi",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2407.13032,,https://arxiv.org/abs/2407.13032,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:57.905665+00:00,evidence/5b35b12879179ed2a17d.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0428,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,"Yang, Ke","Yang, Ke | Liu, Yao | Chaudhary, Sapana | Fakoor, Rasool | Chaudhari, Pratik | Karypis, George | Rangwala, Huzefa",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.13825,,https://arxiv.org/abs/2410.13825,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:54.654105+00:00,evidence/eeae174119fc959c48ce.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0429,AgentStore: Scalable Integration of Heterogeneous Agents As Specialized Generalist Computer Assistant,"Jia, Chengyou","Jia, Chengyou | Luo, Minnan | Dang, Zhuohang | Sun, Qiushi | Xu, Fangzhi | Hu, Junlin | Xie, Tianbao | Wu, Zhiyong",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.18603,,https://arxiv.org/abs/2410.18603,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:54.058334+00:00,evidence/c6f397bfeab96087bca4.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0430,Aguvis: Unified Pure Vision Agents for Autonomous GUI Interaction,"Xu, Yiheng","Xu, Yiheng | Wang, Zekun | Wang, Junli | Lu, Dunjie | Xie, Tianbao | Saha, Amrita | Sahoo, Doyen | Yu, Tao | Xiong, Caiming",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2412.04454,,https://arxiv.org/abs/2412.04454,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:42.442430+00:00,evidence/ff7bc10aae2fcaa028b0.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0431,Android in the Zoo: Chain-of-Action-Thought for GUI Agents,"Zhang, Jiwen","Zhang, Jiwen | Wu, Jihao | Teng, Yihua | Liao, Minghui | Xu, Nuo | Xiao, Xiao | Wei, Zhongyu | Tang, Duyu",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2403.02713,,https://arxiv.org/abs/2403.02713,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:46.191585+00:00,evidence/d9a8c0698c56156188cd.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0432,AutoGLM: Autonomous Foundation Agents for GUIs,"Liu, Xiao","Liu, Xiao | Qin, Bo | Liang, Dongzhu | Dong, Guang | Lai, Hanyu | Zhang, Hanchen | Zhao, Hanlin | Iong, Iat Long | Sun, Jiadai | Wang, Jiaqi | Gao, Junjie | Shan, Junjun | Liu, Kangning | Zhang, Shudan | Yao, Shuntian | Cheng, Siyi | Yao, Wentao | Zhao, Wenyi | Liu, Xinghan | Liu, Xinyi | Chen, Xinying | Yang, Xinyue | Yang, Yang | Xu, Yifan | Yang, Yu | Wang, Yujia | Xu, Yulin | Qi, Zehan | Dong, Yuxiao | Tang, Jie",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2411.00820,,https://arxiv.org/abs/2411.00820,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:44.292725+00:00,evidence/9a00b3a121080fdb9489.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0433,AutoWebGLM: A Large Language Model-based Web Navigating Agent,"Lai, Hanyu","Lai, Hanyu | Liu, Xiao | Iong, Iat Long | Yao, Shuntian | Chen, Yuxuan | Shen, Pengbo | Yu, Hao | Zhang, Hanchen | Zhang, Xiaohan | Dong, Yuxiao | Tang, Jie",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2404.03648,,https://arxiv.org/abs/2404.03648,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:48.311686+00:00,evidence/1e77ab667abe2114f9f7.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0434,Cradle: Empowering Foundation Agents Towards General Computer Control,"Tan, Weihao","Tan, Weihao | Zhang, Wentao | Xu, Xinrun | Xia, Haochong | Ding, Ziluo | Li, Boyu | Zhou, Bohan | Yue, Junpeng | Jiang, Jiechuan | Li, Yewen | An, Ruyi | Qin, Molei | Zong, Chuqiao | Zheng, Longtao | Wu, Yujie | Chai, Xiaoqiang | Bi, Yifei | Xie, Tianbao | Gu, Pengjie | Li, Xiyun | Zhang, Ceyao | Tian, Long | Wang, Chaojie | Wang, Xinrun | Karlsson, Börje F. | An, Bo | Yan, Shuicheng | Lu, Zongqing",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2403.03186,,https://arxiv.org/abs/2403.03186,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:00.535868+00:00,evidence/e432c248b35e33995002.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0435,"GPT-4V(ision) is a Generalist Web Agent, if Grounded","Zheng, Boyuan","Zheng, Boyuan | Gou, Boyu | Kil, Jihyung | Sun, Huan | Su, Yu",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2401.01614,,https://arxiv.org/abs/2401.01614,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:04.427703+00:00,evidence/0217df00de30dd99e888.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0436,Grounded Language Agent for Product Search via Intelligent Web Interactions,"Fereidouni, Moghis","Fereidouni, Moghis | Mosharrof, Adib | Siddique, A. B.",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),2024.customnlp4u-1.7,2404.10887,10.18653/v1/2024.customnlp4u-1.7,https://arxiv.org/abs/2404.10887,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:47.562381+00:00,evidence/7d75b927e34db23ec795.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0437,Large Language Models Can Self-Improve At Web Agent Tasks,"Patel, Ajay","Patel, Ajay | Hofmarcher, Markus | Leoveanu-Condrei, Claudiu | Dinu, Marius-Constantin | Callison-Burch, Chris | Hochreiter, Sepp",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2405.20309,,https://arxiv.org/abs/2405.20309,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:49.120226+00:00,evidence/61be8d6f4bc233fc7404.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0438,Mobile-Agent-v2: Mobile Device Operation Assistant with Effective Navigation via Multi-Agent Collaboration,"Wang, Junyang","Wang, Junyang | Xu, Haiyang | Jia, Haitao | Zhang, Xi | Yan, Ming | Shen, Weizhou | Zhang, Ji | Huang, Fei | Sang, Jitao",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2406.01014,,https://arxiv.org/abs/2406.01014,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:59.912403+00:00,evidence/ca4cc2cee98c0df666fc.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0439,Mobile-Agent: Autonomous Multi-Modal Mobile Device Agent with Visual Perception,"Wang, Junyang","Wang, Junyang | Xu, Haiyang | Ye, Jiabo | Yan, Ming | Shen, Weizhou | Zhang, Ji | Huang, Fei | Sang, Jitao",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2401.16158,,https://arxiv.org/abs/2401.16158,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:03.219775+00:00,evidence/325ffb9bbaa8fb1d1997.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0440,MobileExperts: A Dynamic Tool-Enabled Agent Team in Mobile Devices,"Zhang, Jiayi","Zhang, Jiayi | Zhao, Chuang | Zhao, Yihan | Yu, Zhaoyang | He, Ming | Fan, Jianping",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2407.03913,,https://arxiv.org/abs/2407.03913,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:58.544549+00:00,evidence/ff98a28f80004665f175.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0441,MobileFlow: A Multimodal LLM For Mobile GUI Agent,"Nong, Songqin","Nong, Songqin | Zhu, Jiali | Wu, Rui | Jin, Jiongchao | Shan, Shuo | Huang, Xiutian | Xu, Wenhao",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2407.04346,,https://arxiv.org/abs/2407.04346,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:45.586470+00:00,evidence/585721c91d5abfeb1e6f.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0442,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,"Thil, Lucas-Andreï","Thil, Lucas-Andreï | Popa, Mirela | Spanakis, Gerasimos",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),9798400702433,2405.00516,10.1145/3605098.3635903,https://arxiv.org/abs/2405.00516,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:46.845825+00:00,evidence/bb7bb2b7e9554a598bd2.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0443,Navigating the Digital World as Humans Do: Universal Visual Grounding for GUI Agents,"Gou, Boyu","Gou, Boyu | Wang, Ruohan | Zheng, Boyuan | Xie, Yanan | Chang, Cheng | Shu, Yiheng | Sun, Huan | Su, Yu",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.05243,,https://arxiv.org/abs/2410.05243,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:44.952494+00:00,evidence/a362ff79677bf7d78991.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,"Wu, Zhiyong","Wu, Zhiyong | Wu, Zhenyu | Xu, Fangzhi | Wang, Yian | Sun, Qiushi | Jia, Chengyou | Cheng, Kanzhi | Ding, Zichen | Chen, Liheng | Liang, Paul Pu | Qiao, Yu",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.23218,,https://arxiv.org/abs/2410.23218,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:43.684777+00:00,evidence/1e6b7bb6f8e5bb2ba5e1.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0445,OS-Copilot: Towards Generalist Computer Agents with Self-Improvement,"Wu, Zhiyong","Wu, Zhiyong | Han, Chengcheng | Ding, Zichen | Weng, Zhenmin | Liu, Zhoumianze | Yao, Shunyu | Yu, Tao | Kong, Lingpeng",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2402.07456,,https://arxiv.org/abs/2402.07456,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:01.188013+00:00,evidence/fb418138a2dc431b082c.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0446,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,"Wang, Xiaoqiang","Wang, Xiaoqiang | Liu, Bang",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.18963,,https://arxiv.org/abs/2410.18963,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:53.364144+00:00,evidence/6585d22e9248f0bd42ef.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0447,OmniParser for Pure Vision Based GUI Agent,"Lu, Yadong","Lu, Yadong | Yang, Jianwei | Shen, Yelong | Awadallah, Ahmed",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2408.00203,,https://arxiv.org/abs/2408.00203,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:57.259610+00:00,evidence/9ffa843409554b05d5f3.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0448,"OpenWebVoyager: Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization","He, Hongliang","He, Hongliang | Yao, Wenlin | Ma, Kaixin | Yu, Wenhao | Zhang, Hongming | Fang, Tianqing | Lan, Zhenzhong | Yu, Dong",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2410.19609,,https://arxiv.org/abs/2410.19609,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:52.812572+00:00,evidence/ee4774af9328cf68cb60.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0449,"PC Agent: While You Sleep, AI Works -- A Cognitive Journey into Digital World","He, Yanheng","He, Yanheng | Jin, Jiahe | Xia, Shijie | Su, Jiadi | Fan, Runze | Zou, Haoyang | Hu, Xiangkun | Liu, Pengfei",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2412.17589,,https://arxiv.org/abs/2412.17589,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:12.249747+00:00,evidence/1ca40c2e305fb5614994.json,https://github.com/DeLunnLi/Awesome-Multimodal-GUI-Agents,
P0450,Ponder & Press: Advancing Visual GUI Agent towards General Computer Control,"Wang, Yiqin","Wang, Yiqin | Zhang, Haoji | Tian, Jingqi | Tang, Yansong",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2412.01268,,https://arxiv.org/abs/2412.01268,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:51.401052+00:00,evidence/f28eb48d108ee4e9802c.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0451,ScreenAgent: A Vision Language Model-driven Computer Control Agent,"Niu, Runliang","Niu, Runliang | Li, Jindong | Wang, Shiqi | Fu, Yali | Hu, Xiyu | Leng, Xueyuan | Kong, He | Chang, Yi | Wang, Qi",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),Main Track. Pages 6433-6441,2402.07945,10.24963/ijcai.2024/711,https://arxiv.org/abs/2402.07945,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:01.817048+00:00,evidence/c2d15ab64f344f260b86.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0452,ShowUI: One Vision-Language-Action Model for GUI Visual Agent,"Lin, Kevin Qinghong","Lin, Kevin Qinghong | Li, Linjie | Gao, Difei | Yang, Zhengyuan | Wu, Shiwei | Bai, Zechen | Lei, Weixian | Wang, Lijuan | Shou, Mike Zheng",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2411.17465,,https://arxiv.org/abs/2411.17465,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:43.057358+00:00,evidence/e278f4a3db2fc7c570f4.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0453,Tree Search for Language Model Agents,"Koh, Jing Yu","Koh, Jing Yu | McAleer, Stephen | Fried, Daniel | Salakhutdinov, Ruslan",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2407.01476,,https://arxiv.org/abs/2407.01476,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:59.226374+00:00,evidence/847891e9bcaa24f4dba8.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0454,WebVoyager: Building an End-to-End Web Agent with Large Multimodal Models,"He, Hongliang","He, Hongliang | Yao, Wenlin | Ma, Kaixin | Yu, Wenhao | Dai, Yong | Zhang, Hongming | Lan, Zhenzhong | Yu, Dong",2024,Agent,网页、桌面与移动智能体,web_computer_mobile_agents,arXiv (preprint repository; acceptance not inferred),,2401.13919,,https://arxiv.org/abs/2401.13919,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:03.778873+00:00,evidence/0d747cb0fabf1ef045af.json,https://github.com/OS-Agent-Survey/OS-Agent-Survey,
P0455,CODESKILL: Learning Self-Evolving Skills for Coding Agents,"Li, Yanzhou","Li, Yanzhou | Zhang, Yiran | Zhang, Xiaoyu | Liu, Xiaoxia | Liu, Yang",2026,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2605.25430,,https://arxiv.org/abs/2605.25430,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:27.997572+00:00,evidence/55534ac65d7b8670e742.json,https://github.com/EuniAI/awesome-code-agents,
P0456,Empowering Autonomous Debugging Agents with Efficient Dynamic Analysis,"Xiang, Jiahong","Xiang, Jiahong | Xu, Xiaoyang | Chu, Xiaopan | Tian, Hongliang | Zhang, Yuqun",2026,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2604.24212,10.1145/3797126,https://arxiv.org/abs/2604.24212,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:28.641045+00:00,evidence/76a77e17cba41bdc13be.json,https://github.com/EuniAI/awesome-code-agents,
P0457,FastContext: Training Efficient Repository Explorer for Coding Agents,"Zhang, Shaoqiu","Zhang, Shaoqiu | Wang, Maoquan | Shi, Yuling | Wang, Yuhang | Gu, Xiaodong | Yao, Yongqiang | Gong, Tori | Chen, Sheng | Fu, Rao | Agarwal, Anisha | Grag, Spandan | Ryan, Gabriel | Merkel, Colin | Huang, Yufan | Fu, Shengyu",2026,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2606.14066,,https://arxiv.org/abs/2606.14066,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:27.442574+00:00,evidence/cad2c0cea715a071d52b.json,https://github.com/EuniAI/awesome-code-agents,
P0458,Scaling Test-Time Compute for Agentic Coding,"Kim, Joongwon","Kim, Joongwon | Yang, Wannan | Niu, Kelvin | Zhang, Hongming | Zhu, Yun | Helenowski, Eryk | Silva, Ruan | Chen, Zhengxing | Iyer, Srinivasan | Zaheer, Manzil | Fried, Daniel | Hajishirzi, Hannaneh | Arora, Sanjeev | Synnaeve, Gabriel | Salakhutdinov, Ruslan | Goyal, Anirudh",2026,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2604.16529,,https://arxiv.org/abs/2604.16529,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:29.287857+00:00,evidence/109b55e74f4c359b0ec2.json,https://github.com/EuniAI/awesome-code-agents,
P0459,SetupX: Can LLM Agents Learn from Past Failures in Functionality-Correct Code Repository Setup?,"Zhou, Zihang","Zhou, Zihang | Ren, Ziqian | Wu, Yukai | Xiong, Yingjie | Zhou, Wei | Peng, Chao | Zhang, Dong | Yan, Bingheng | Zhou, Xuanhe | Wu, Fan",2026,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2605.26186,,https://arxiv.org/abs/2605.26186,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:41.648868+00:00,evidence/13d7b10bb79c841f2236.json,https://github.com/EuniAI/awesome-code-agents,
P0460,Abstain and Validate: A Dual-LLM Policy for Reducing Noise in Agentic Program Repair,"Cambronero, José","Cambronero, José | Tufano, Michele | Shi, Sherry | Wei, Renyao | Uy, Grant | Cheng, Runxiang | Liu, Chin-Jung | Pan, Shiying | Chandra, Satish | Rondon, Pat",2025,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),2026 IEEE/ACM 48th International Conference on Software Engineering (ICSE-SEIP '26),2510.03217,10.1145/3786583.3786858,https://arxiv.org/abs/2510.03217,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:37.114086+00:00,evidence/07450359475d3e894654.json,https://github.com/EuniAI/awesome-code-agents,
P0461,AlphaEvolve: A coding agent for scientific and algorithmic discovery,"Novikov, Alexander","Novikov, Alexander | Vũ, Ngân | Eisenberger, Marvin | Dupont, Emilien | Huang, Po-Sen | Wagner, Adam Zsolt | Shirobokov, Sergey | Kozlovskii, Borislav | Ruiz, Francisco J. R. | Mehrabian, Abbas | Kumar, M. Pawan | See, Abigail | Chaudhuri, Swarat | Holland, George | Davies, Alex | Nowozin, Sebastian | Kohli, Pushmeet | Balog, Matej",2025,Agent,软件工程与代码智能体,scientific_research_agents,arXiv (preprint repository; acceptance not inferred),,2506.13131,,https://arxiv.org/abs/2506.13131,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:01:21.982790+00:00,evidence/0551ab86adc726a490fb.json,https://github.com/AgenticScience/Awesome-Agent-Scientists,
P0462,Confucius Code Agent: Scalable Agent Scaffolding for Real-World Codebases,"Wong, Sherman","Wong, Sherman | Qi, Zhenting | Wang, Zhaodong | Hu, Nathan | Lin, Samuel | Ge, Jun | Gao, Erwin | Chen, Wenlin | Du, Yilun | Yu, Minlan | Zhang, Ying",2025,Agent,软件工程与代码智能体,coding_agents,arXiv (preprint repository; acceptance not inferred),,2512.10398,,https://arxiv.org/abs/2512.10398,verified_metadata,retain,代理方法、应用或执行框架相关；仅作题名与摘要级初筛。,AI-assisted title and abstract review; not full text,未完成全文逐篇核验；不据书目初筛推断环境因素或实验结论,2026-09-24T06:00:31.892769+00:00,evidence/bee25135f9178038f872.json,https://github.com/EuniAI/awesome-code-agents,
